,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
27,us,confirmed_7dav_incidence_num,2020-03-28,2021-02-13,322,14123.0,,,nation,jhu-csse
28,us,confirmed_7dav_incidence_num,2020-03-29,2021-02-13,321,15563.0,,,nation,jhu-csse
29,us,confirmed_7dav_incidence_num,2020-03-30,2021-02-13,320,17110.8571429,,,nation,jhu-csse
30,us,confirmed_7dav_incidence_num,2020-03-31,2021-02-13,319,19353.0,,,nation,jhu-csse
31,us,confirmed_7dav_incidence_num,2020-04-01,2022-02-19,689,22089.4285714,,,nation,jhu-csse
32,us,confirmed_7dav_incidence_num,2020-04-02,2022-02-19,688,24127.7142857,,,nation,jhu-csse
33,us,confirmed_7dav_incidence_num,2020-04-03,2022-02-19,687,26072.4285714,,,nation,jhu-csse
34,us,confirmed_7dav_incidence_num,2020-04-04,2022-02-19,686,27472.7142857,,,nation,jhu-csse
35,us,confirmed_7dav_incidence_num,2020-04-05,2022-02-19,685,29346.2857143,,,nation,jhu-csse
36,us,confirmed_7dav_incidence_num,2020-04-06,2022-02-19,684,30714.1428571,,,nation,jhu-csse
37,us,confirmed_7dav_incidence_num,2020-04-07,2022-02-19,683,31240.4285714,,,nation,jhu-csse
38,us,confirmed_7dav_incidence_num,2020-04-08,2022-02-13,676,31185.4285714,,,nation,jhu-csse
39,us,confirmed_7dav_incidence_num,2020-04-09,2022-02-13,675,31688.5714286,,,nation,jhu-csse
40,us,confirmed_7dav_incidence_num,2020-04-10,2022-02-13,674,31993.5714286,,,nation,jhu-csse
41,us,confirmed_7dav_incidence_num,2020-04-11,2022-02-13,673,31562.4285714,,,nation,jhu-csse
42,us,confirmed_7dav_incidence_num,2020-04-12,2022-01-22,650,31163.7142857,,,nation,jhu-csse
43,us,confirmed_7dav_incidence_num,2020-04-13,2022-01-29,656,30438.2857143,,,nation,jhu-csse
44,us,confirmed_7dav_incidence_num,2020-04-14,2022-02-13,670,30184.5714286,,,nation,jhu-csse
45,us,confirmed_7dav_incidence_num,2020-04-15,2022-02-13,669,29398.2857143,,,nation,jhu-csse
46,us,confirmed_7dav_incidence_num,2020-04-16,2022-02-13,668,28549.4285714,,,nation,jhu-csse
47,us,confirmed_7dav_incidence_num,2020-04-17,2022-02-19,673,28321.5714286,,,nation,jhu-csse
48,us,confirmed_7dav_incidence_num,2020-04-18,2022-02-19,672,28128.8571429,,,nation,jhu-csse
49,us,confirmed_7dav_incidence_num,2020-04-19,2022-02-19,671,28011.4285714,,,nation,jhu-csse
50,us,confirmed_7dav_incidence_num,2020-04-20,2022-02-19,670,28492.2857143,,,nation,jhu-csse
51,us,confirmed_7dav_incidence_num,2020-04-21,2022-02-19,669,28146.8571429,,,nation,jhu-csse
52,us,confirmed_7dav_incidence_num,2020-04-22,2022-02-19,668,28685.5714286,,,nation,jhu-csse
53,us,confirmed_7dav_incidence_num,2020-04-23,2022-02-19,667,29056.2857143,,,nation,jhu-csse
54,us,confirmed_7dav_incidence_num,2020-04-24,2022-02-19,666,28910.8571429,,,nation,jhu-csse
55,us,confirmed_7dav_incidence_num,2020-04-25,2022-02-19,665,29408.2857143,,,nation,jhu-csse
56,us,confirmed_7dav_incidence_num,2020-04-26,2022-02-19,664,29479.5714286,,,nation,jhu-csse
57,us,confirmed_7dav_incidence_num,2020-04-27,2022-02-19,663,28707.4285714,,,nation,jhu-csse
58,us,confirmed_7dav_incidence_num,2020-04-28,2022-02-19,662,28499.2857143,,,nation,jhu-csse
59,us,confirmed_7dav_incidence_num,2020-04-29,2022-02-05,647,28080.1428571,,,nation,jhu-csse
60,us,confirmed_7dav_incidence_num,2020-04-30,2022-02-05,646,27595.5714286,,,nation,jhu-csse
61,us,confirmed_7dav_incidence_num,2020-05-01,2022-02-05,645,28086.7142857,,,nation,jhu-csse
62,us,confirmed_7dav_incidence_num,2020-05-02,2022-02-05,644,27519.7142857,,,nation,jhu-csse
63,us,confirmed_7dav_incidence_num,2020-05-03,2022-01-29,636,27196.0,,,nation,jhu-csse
64,us,confirmed_7dav_incidence_num,2020-05-04,2022-01-29,635,27087.7142857,,,nation,jhu-csse
65,us,confirmed_7dav_incidence_num,2020-05-05,2022-01-29,634,27014.5714286,,,nation,jhu-csse
66,us,confirmed_7dav_incidence_num,2020-05-06,2022-01-29,633,26732.2857143,,,nation,jhu-csse
67,us,confirmed_7dav_incidence_num,2020-05-07,2022-01-29,632,26521.7142857,,,nation,jhu-csse
68,us,confirmed_7dav_incidence_num,2020-05-08,2022-01-29,631,25392.0,,,nation,jhu-csse
69,us,confirmed_7dav_incidence_num,2020-05-09,2022-02-05,637,25034.8571429,,,nation,jhu-csse
70,us,confirmed_7dav_incidence_num,2020-05-10,2022-02-05,636,24299.4285714,,,nation,jhu-csse
71,us,confirmed_7dav_incidence_num,2020-05-11,2022-02-05,635,23609.5714286,,,nation,jhu-csse
72,us,confirmed_7dav_incidence_num,2020-05-12,2022-02-13,642,23507.4285714,,,nation,jhu-csse
73,us,confirmed_7dav_incidence_num,2020-05-13,2022-02-13,641,22866.1428571,,,nation,jhu-csse
74,us,confirmed_7dav_incidence_num,2020-05-14,2022-02-13,640,22658.4285714,,,nation,jhu-csse
75,us,confirmed_7dav_incidence_num,2020-05-15,2022-02-13,639,22311.1428571,,,nation,jhu-csse
76,us,confirmed_7dav_incidence_num,2020-05-16,2022-02-19,644,22252.7142857,,,nation,jhu-csse
77,us,confirmed_7dav_incidence_num,2020-05-17,2022-02-19,643,22159.5714286,,,nation,jhu-csse
78,us,confirmed_7dav_incidence_num,2020-05-18,2022-02-19,642,22595.4285714,,,nation,jhu-csse
79,us,confirmed_7dav_incidence_num,2020-05-19,2022-02-19,641,22206.7142857,,,nation,jhu-csse
80,us,confirmed_7dav_incidence_num,2020-05-20,2022-02-19,640,22570.0,,,nation,jhu-csse
81,us,confirmed_7dav_incidence_num,2020-05-21,2022-02-19,639,22480.2857143,,,nation,jhu-csse
82,us,confirmed_7dav_incidence_num,2020-05-22,2022-02-19,638,22347.5714286,,,nation,jhu-csse
83,us,confirmed_7dav_incidence_num,2020-05-23,2022-02-13,631,21777.5714286,,,nation,jhu-csse
84,us,confirmed_7dav_incidence_num,2020-05-24,2022-02-13,630,22078.0,,,nation,jhu-csse
85,us,confirmed_7dav_incidence_num,2020-05-25,2022-02-05,621,21627.2857143,,,nation,jhu-csse
86,us,confirmed_7dav_incidence_num,2020-05-26,2022-02-05,620,21370.8571429,,,nation,jhu-csse
87,us,confirmed_7dav_incidence_num,2020-05-27,2022-02-05,619,20825.4285714,,,nation,jhu-csse
88,us,confirmed_7dav_incidence_num,2020-05-28,2022-02-13,626,20210.0,,,nation,jhu-csse
89,us,confirmed_7dav_incidence_num,2020-05-29,2022-02-13,625,20381.4285714,,,nation,jhu-csse
90,us,confirmed_7dav_incidence_num,2020-05-30,2022-02-13,624,20785.8571429,,,nation,jhu-csse
91,us,confirmed_7dav_incidence_num,2020-05-31,2022-02-13,623,20515.0,,,nation,jhu-csse
92,us,confirmed_7dav_incidence_num,2020-06-01,2022-02-13,622,20278.2857143,,,nation,jhu-csse
93,us,confirmed_7dav_incidence_num,2020-06-02,2022-02-13,621,20636.2857143,,,nation,jhu-csse
94,us,confirmed_7dav_incidence_num,2020-06-03,2022-02-13,620,20725.0,,,nation,jhu-csse
95,us,confirmed_7dav_incidence_num,2020-06-04,2022-02-13,619,21728.2857143,,,nation,jhu-csse
96,us,confirmed_7dav_incidence_num,2020-06-05,2022-02-13,618,21905.8571429,,,nation,jhu-csse
97,us,confirmed_7dav_incidence_num,2020-06-06,2022-02-13,617,21530.0,,,nation,jhu-csse
98,us,confirmed_7dav_incidence_num,2020-06-07,2022-02-13,616,21454.7142857,,,nation,jhu-csse
99,us,confirmed_7dav_incidence_num,2020-06-08,2022-02-13,615,21404.1428571,,,nation,jhu-csse
100,us,confirmed_7dav_incidence_num,2020-06-09,2022-02-13,614,21277.0,,,nation,jhu-csse
101,us,confirmed_7dav_incidence_num,2020-06-10,2022-02-13,613,21613.7142857,,,nation,jhu-csse
102,us,confirmed_7dav_incidence_num,2020-06-11,2022-02-13,612,20761.0,,,nation,jhu-csse
103,us,confirmed_7dav_incidence_num,2020-06-12,2022-02-13,611,20680.2857143,,,nation,jhu-csse
104,us,confirmed_7dav_incidence_num,2020-06-13,2022-02-13,610,21217.1428571,,,nation,jhu-csse
105,us,confirmed_7dav_incidence_num,2020-06-14,2022-02-13,609,21409.7142857,,,nation,jhu-csse
106,us,confirmed_7dav_incidence_num,2020-06-15,2022-02-05,600,21997.1428571,,,nation,jhu-csse
107,us,confirmed_7dav_incidence_num,2020-06-16,2022-02-05,599,22623.1428571,,,nation,jhu-csse
108,us,confirmed_7dav_incidence_num,2020-06-17,2022-02-05,598,23388.5714286,,,nation,jhu-csse
109,us,confirmed_7dav_incidence_num,2020-06-18,2022-02-05,597,24204.7142857,,,nation,jhu-csse
110,us,confirmed_7dav_incidence_num,2020-06-19,2022-02-05,596,25032.1428571,,,nation,jhu-csse
111,us,confirmed_7dav_incidence_num,2020-06-20,2022-02-05,595,26137.1428571,,,nation,jhu-csse
112,us,confirmed_7dav_incidence_num,2020-06-21,2022-02-05,594,27112.4285714,,,nation,jhu-csse
113,us,confirmed_7dav_incidence_num,2020-06-22,2022-02-19,607,28330.7142857,,,nation,jhu-csse
114,us,confirmed_7dav_incidence_num,2020-06-23,2022-02-19,606,30279.7142857,,,nation,jhu-csse
115,us,confirmed_7dav_incidence_num,2020-06-24,2022-02-19,605,31614.2857143,,,nation,jhu-csse
116,us,confirmed_7dav_incidence_num,2020-06-25,2022-02-19,604,33231.8571429,,,nation,jhu-csse
117,us,confirmed_7dav_incidence_num,2020-06-26,2022-02-19,603,35800.8571429,,,nation,jhu-csse
118,us,confirmed_7dav_incidence_num,2020-06-27,2022-02-19,602,37148.5714286,,,nation,jhu-csse
119,us,confirmed_7dav_incidence_num,2020-06-28,2022-02-19,601,39483.1428571,,,nation,jhu-csse
120,us,confirmed_7dav_incidence_num,2020-06-29,2022-02-13,594,41212.8571429,,,nation,jhu-csse
121,us,confirmed_7dav_incidence_num,2020-06-30,2022-02-13,593,42793.7142857,,,nation,jhu-csse
122,us,confirmed_7dav_incidence_num,2020-07-01,2022-02-13,592,44672.2857143,,,nation,jhu-csse
123,us,confirmed_7dav_incidence_num,2020-07-02,2022-02-05,583,46883.7142857,,,nation,jhu-csse
124,us,confirmed_7dav_incidence_num,2020-07-03,2022-02-13,590,47232.1428571,,,nation,jhu-csse
125,us,confirmed_7dav_incidence_num,2020-07-04,2022-02-13,589,47901.1428571,,,nation,jhu-csse
126,us,confirmed_7dav_incidence_num,2020-07-05,2022-02-13,588,49517.2857143,,,nation,jhu-csse
127,us,confirmed_7dav_incidence_num,2020-07-06,2022-02-13,587,49706.4285714,,,nation,jhu-csse
128,us,confirmed_7dav_incidence_num,2020-07-07,2022-02-13,586,50732.5714286,,,nation,jhu-csse
129,us,confirmed_7dav_incidence_num,2020-07-08,2022-02-19,591,52381.7142857,,,nation,jhu-csse
130,us,confirmed_7dav_incidence_num,2020-07-09,2022-02-19,590,53068.5714286,,,nation,jhu-csse
131,us,confirmed_7dav_incidence_num,2020-07-10,2022-02-19,589,55468.2857143,,,nation,jhu-csse
132,us,confirmed_7dav_incidence_num,2020-07-11,2022-02-19,588,57580.8571429,,,nation,jhu-csse
133,us,confirmed_7dav_incidence_num,2020-07-12,2022-02-19,587,58330.5714286,,,nation,jhu-csse
134,us,confirmed_7dav_incidence_num,2020-07-13,2022-02-19,586,60904.5714286,,,nation,jhu-csse
135,us,confirmed_7dav_incidence_num,2020-07-14,2022-02-19,585,62118.2857143,,,nation,jhu-csse
136,us,confirmed_7dav_incidence_num,2020-07-15,2022-02-19,584,62874.1428571,,,nation,jhu-csse
137,us,confirmed_7dav_incidence_num,2020-07-16,2022-02-13,577,64440.1428571,,,nation,jhu-csse
138,us,confirmed_7dav_incidence_num,2020-07-17,2022-02-13,576,64135.4285714,,,nation,jhu-csse
139,us,confirmed_7dav_incidence_num,2020-07-18,2022-02-13,575,64703.8571429,,,nation,jhu-csse
140,us,confirmed_7dav_incidence_num,2020-07-19,2022-02-13,574,64752.8571429,,,nation,jhu-csse
141,us,confirmed_7dav_incidence_num,2020-07-20,2022-02-19,579,64769.8571429,,,nation,jhu-csse
142,us,confirmed_7dav_incidence_num,2020-07-21,2022-02-19,578,65070.7142857,,,nation,jhu-csse
143,us,confirmed_7dav_incidence_num,2020-07-22,2022-02-13,571,65318.8571429,,,nation,jhu-csse
144,us,confirmed_7dav_incidence_num,2020-07-23,2022-02-13,570,64980.5714286,,,nation,jhu-csse
145,us,confirmed_7dav_incidence_num,2020-07-24,2022-02-13,569,66231.2857143,,,nation,jhu-csse
146,us,confirmed_7dav_incidence_num,2020-07-25,2022-02-13,568,65961.5714286,,,nation,jhu-csse
147,us,confirmed_7dav_incidence_num,2020-07-26,2022-02-13,567,65610.5714286,,,nation,jhu-csse
148,us,confirmed_7dav_incidence_num,2020-07-27,2022-02-13,566,65493.1428571,,,nation,jhu-csse
149,us,confirmed_7dav_incidence_num,2020-07-28,2022-02-19,571,65179.2857143,,,nation,jhu-csse
150,us,confirmed_7dav_incidence_num,2020-07-29,2022-02-19,570,64703.1428571,,,nation,jhu-csse
151,us,confirmed_7dav_incidence_num,2020-07-30,2022-02-19,569,64663.5714286,,,nation,jhu-csse
152,us,confirmed_7dav_incidence_num,2020-07-31,2022-02-19,568,63311.5714286,,,nation,jhu-csse
153,us,confirmed_7dav_incidence_num,2020-08-01,2022-02-19,567,62581.7142857,,,nation,jhu-csse
154,us,confirmed_7dav_incidence_num,2020-08-02,2022-02-19,566,61253.7142857,,,nation,jhu-csse
155,us,confirmed_7dav_incidence_num,2020-08-03,2022-02-19,565,58479.1428571,,,nation,jhu-csse
156,us,confirmed_7dav_incidence_num,2020-08-04,2022-02-13,558,58008.2857143,,,nation,jhu-csse
157,us,confirmed_7dav_incidence_num,2020-08-05,2022-02-13,557,56557.1428571,,,nation,jhu-csse
158,us,confirmed_7dav_incidence_num,2020-08-06,2022-02-13,556,55404.1428571,,,nation,jhu-csse
159,us,confirmed_7dav_incidence_num,2020-08-07,2022-02-13,555,54720.0,,,nation,jhu-csse
160,us,confirmed_7dav_incidence_num,2020-08-08,2022-02-13,554,55578.7142857,,,nation,jhu-csse
161,us,confirmed_7dav_incidence_num,2020-08-09,2022-02-13,553,56630.5714286,,,nation,jhu-csse
162,us,confirmed_7dav_incidence_num,2020-08-10,2022-02-13,552,58207.1428571,,,nation,jhu-csse
163,us,confirmed_7dav_incidence_num,2020-08-11,2022-02-19,557,57406.2857143,,,nation,jhu-csse
164,us,confirmed_7dav_incidence_num,2020-08-12,2022-02-19,556,57517.0,,,nation,jhu-csse
165,us,confirmed_7dav_incidence_num,2020-08-13,2022-02-19,555,56331.1428571,,,nation,jhu-csse
166,us,confirmed_7dav_incidence_num,2020-08-14,2022-02-19,554,57698.8571429,,,nation,jhu-csse
167,us,confirmed_7dav_incidence_num,2020-08-15,2022-02-19,553,55970.8571429,,,nation,jhu-csse
168,us,confirmed_7dav_incidence_num,2020-08-16,2022-02-19,552,53165.7142857,,,nation,jhu-csse
169,us,confirmed_7dav_incidence_num,2020-08-17,2022-02-19,551,51174.0,,,nation,jhu-csse
170,us,confirmed_7dav_incidence_num,2020-08-18,2022-02-13,544,49467.5714286,,,nation,jhu-csse
171,us,confirmed_7dav_incidence_num,2020-08-19,2022-02-19,549,48201.1428571,,,nation,jhu-csse
172,us,confirmed_7dav_incidence_num,2020-08-20,2022-02-19,548,47169.5714286,,,nation,jhu-csse
173,us,confirmed_7dav_incidence_num,2020-08-21,2022-02-19,547,44024.0,,,nation,jhu-csse
174,us,confirmed_7dav_incidence_num,2020-08-22,2022-02-19,546,43021.4285714,,,nation,jhu-csse
175,us,confirmed_7dav_incidence_num,2020-08-23,2022-02-19,545,42711.8571429,,,nation,jhu-csse
176,us,confirmed_7dav_incidence_num,2020-08-24,2022-02-19,544,42113.4285714,,,nation,jhu-csse
177,us,confirmed_7dav_incidence_num,2020-08-25,2022-02-19,543,41751.1428571,,,nation,jhu-csse
178,us,confirmed_7dav_incidence_num,2020-08-26,2022-01-29,521,41197.4285714,,,nation,jhu-csse
179,us,confirmed_7dav_incidence_num,2020-08-27,2022-02-13,535,42042.4285714,,,nation,jhu-csse
180,us,confirmed_7dav_incidence_num,2020-08-28,2022-02-13,534,41786.5714286,,,nation,jhu-csse
181,us,confirmed_7dav_incidence_num,2020-08-29,2022-02-13,533,41583.5714286,,,nation,jhu-csse
182,us,confirmed_7dav_incidence_num,2020-08-30,2022-02-13,532,41662.4285714,,,nation,jhu-csse
183,us,confirmed_7dav_incidence_num,2020-08-31,2022-02-13,531,41673.1428571,,,nation,jhu-csse
184,us,confirmed_7dav_incidence_num,2020-09-01,2022-02-13,530,41674.2857143,,,nation,jhu-csse
185,us,confirmed_7dav_incidence_num,2020-09-02,2022-02-13,529,41327.1428571,,,nation,jhu-csse
186,us,confirmed_7dav_incidence_num,2020-09-03,2022-02-13,528,40641.5714286,,,nation,jhu-csse
187,us,confirmed_7dav_incidence_num,2020-09-04,2022-02-13,527,40828.0,,,nation,jhu-csse
188,us,confirmed_7dav_incidence_num,2020-09-05,2022-02-13,526,40776.4285714,,,nation,jhu-csse
189,us,confirmed_7dav_incidence_num,2020-09-06,2022-02-13,525,40300.2857143,,,nation,jhu-csse
190,us,confirmed_7dav_incidence_num,2020-09-07,2022-02-19,530,39008.2857143,,,nation,jhu-csse
191,us,confirmed_7dav_incidence_num,2020-09-08,2022-02-19,529,36839.4285714,,,nation,jhu-csse
192,us,confirmed_7dav_incidence_num,2020-09-09,2022-02-19,528,35851.0,,,nation,jhu-csse
193,us,confirmed_7dav_incidence_num,2020-09-10,2022-02-19,527,34986.2857143,,,nation,jhu-csse
194,us,confirmed_7dav_incidence_num,2020-09-11,2022-02-19,526,34526.5714286,,,nation,jhu-csse
195,us,confirmed_7dav_incidence_num,2020-09-12,2022-02-19,525,34880.7142857,,,nation,jhu-csse
196,us,confirmed_7dav_incidence_num,2020-09-13,2022-02-19,524,36283.4285714,,,nation,jhu-csse
197,us,confirmed_7dav_incidence_num,2020-09-14,2022-02-13,517,37512.2857143,,,nation,jhu-csse
198,us,confirmed_7dav_incidence_num,2020-09-15,2022-02-13,516,38912.7142857,,,nation,jhu-csse
199,us,confirmed_7dav_incidence_num,2020-09-16,2022-02-13,515,39727.5714286,,,nation,jhu-csse
200,us,confirmed_7dav_incidence_num,2020-09-17,2022-02-19,520,40479.2857143,,,nation,jhu-csse
201,us,confirmed_7dav_incidence_num,2020-09-18,2022-02-13,513,41359.1428571,,,nation,jhu-csse
202,us,confirmed_7dav_incidence_num,2020-09-19,2022-02-13,512,41258.2857143,,,nation,jhu-csse
203,us,confirmed_7dav_incidence_num,2020-09-20,2022-02-13,511,41647.1428571,,,nation,jhu-csse
204,us,confirmed_7dav_incidence_num,2020-09-21,2022-01-29,495,41484.8571429,,,nation,jhu-csse
205,us,confirmed_7dav_incidence_num,2020-09-22,2022-02-13,509,41621.2857143,,,nation,jhu-csse
206,us,confirmed_7dav_incidence_num,2020-09-23,2022-02-13,508,42034.2857143,,,nation,jhu-csse
207,us,confirmed_7dav_incidence_num,2020-09-24,2022-02-19,513,42603.2857143,,,nation,jhu-csse
208,us,confirmed_7dav_incidence_num,2020-09-25,2022-02-13,506,42079.4285714,,,nation,jhu-csse
209,us,confirmed_7dav_incidence_num,2020-09-26,2022-02-13,505,41853.8571429,,,nation,jhu-csse
210,us,confirmed_7dav_incidence_num,2020-09-27,2022-02-13,504,40694.2857143,,,nation,jhu-csse
211,us,confirmed_7dav_incidence_num,2020-09-28,2022-02-13,503,41460.4285714,,,nation,jhu-csse
212,us,confirmed_7dav_incidence_num,2020-09-29,2022-02-13,502,42107.4285714,,,nation,jhu-csse
213,us,confirmed_7dav_incidence_num,2020-09-30,2022-02-13,501,41671.1428571,,,nation,jhu-csse
214,us,confirmed_7dav_incidence_num,2020-10-01,2022-02-13,500,41367.8571429,,,nation,jhu-csse
215,us,confirmed_7dav_incidence_num,2020-10-02,2022-02-13,499,42189.0,,,nation,jhu-csse
216,us,confirmed_7dav_incidence_num,2020-10-03,2022-02-13,498,43064.1428571,,,nation,jhu-csse
217,us,confirmed_7dav_incidence_num,2020-10-04,2022-02-13,497,42841.2857143,,,nation,jhu-csse
218,us,confirmed_7dav_incidence_num,2020-10-05,2022-02-05,488,42815.1428571,,,nation,jhu-csse
219,us,confirmed_7dav_incidence_num,2020-10-06,2022-02-13,495,43178.0,,,nation,jhu-csse
220,us,confirmed_7dav_incidence_num,2020-10-07,2022-02-13,494,44685.0,,,nation,jhu-csse
221,us,confirmed_7dav_incidence_num,2020-10-08,2022-02-05,485,46324.5714286,,,nation,jhu-csse
222,us,confirmed_7dav_incidence_num,2020-10-09,2022-02-13,492,46613.7142857,,,nation,jhu-csse
223,us,confirmed_7dav_incidence_num,2020-10-10,2022-02-13,491,47462.5714286,,,nation,jhu-csse
224,us,confirmed_7dav_incidence_num,2020-10-11,2022-02-13,490,49341.2857143,,,nation,jhu-csse
225,us,confirmed_7dav_incidence_num,2020-10-12,2022-02-19,495,50241.8571429,,,nation,jhu-csse
226,us,confirmed_7dav_incidence_num,2020-10-13,2022-02-19,494,50991.2857143,,,nation,jhu-csse
227,us,confirmed_7dav_incidence_num,2020-10-14,2022-02-19,493,52205.2857143,,,nation,jhu-csse
228,us,confirmed_7dav_incidence_num,2020-10-15,2022-02-19,492,53128.1428571,,,nation,jhu-csse
229,us,confirmed_7dav_incidence_num,2020-10-16,2022-02-19,491,55118.2857143,,,nation,jhu-csse
230,us,confirmed_7dav_incidence_num,2020-10-17,2022-02-19,490,55082.0,,,nation,jhu-csse
231,us,confirmed_7dav_incidence_num,2020-10-18,2022-02-19,489,55941.4285714,,,nation,jhu-csse
232,us,confirmed_7dav_incidence_num,2020-10-19,2022-02-19,488,59437.2857143,,,nation,jhu-csse
233,us,confirmed_7dav_incidence_num,2020-10-20,2022-02-19,487,61195.4285714,,,nation,jhu-csse
234,us,confirmed_7dav_incidence_num,2020-10-21,2022-02-19,486,61603.1428571,,,nation,jhu-csse
235,us,confirmed_7dav_incidence_num,2020-10-22,2022-02-13,479,63635.4285714,,,nation,jhu-csse
236,us,confirmed_7dav_incidence_num,2020-10-23,2022-02-19,484,65523.8571429,,,nation,jhu-csse
237,us,confirmed_7dav_incidence_num,2020-10-24,2022-02-19,483,68748.0,,,nation,jhu-csse
238,us,confirmed_7dav_incidence_num,2020-10-25,2022-02-19,482,70104.7142857,,,nation,jhu-csse
239,us,confirmed_7dav_incidence_num,2020-10-26,2022-02-19,481,69635.0,,,nation,jhu-csse
240,us,confirmed_7dav_incidence_num,2020-10-27,2022-02-19,480,71770.8571429,,,nation,jhu-csse
241,us,confirmed_7dav_incidence_num,2020-10-28,2022-02-19,479,75338.2857143,,,nation,jhu-csse
242,us,confirmed_7dav_incidence_num,2020-10-29,2022-02-19,478,77165.8571429,,,nation,jhu-csse
243,us,confirmed_7dav_incidence_num,2020-10-30,2022-02-19,477,79662.1428571,,,nation,jhu-csse
244,us,confirmed_7dav_incidence_num,2020-10-31,2022-02-19,476,81265.7142857,,,nation,jhu-csse
245,us,confirmed_7dav_incidence_num,2020-11-01,2022-02-19,475,83345.1428571,,,nation,jhu-csse
246,us,confirmed_7dav_incidence_num,2020-11-02,2022-02-19,474,85897.5714286,,,nation,jhu-csse
247,us,confirmed_7dav_incidence_num,2020-11-03,2022-02-19,473,92575.2857143,,,nation,jhu-csse
248,us,confirmed_7dav_incidence_num,2020-11-04,2022-02-19,472,94692.0,,,nation,jhu-csse
249,us,confirmed_7dav_incidence_num,2020-11-05,2022-02-19,471,99956.0,,,nation,jhu-csse
250,us,confirmed_7dav_incidence_num,2020-11-06,2022-02-19,470,103529.4285714,,,nation,jhu-csse
251,us,confirmed_7dav_incidence_num,2020-11-07,2022-02-19,469,109199.4285714,,,nation,jhu-csse
252,us,confirmed_7dav_incidence_num,2020-11-08,2022-02-19,468,115146.1428571,,,nation,jhu-csse
253,us,confirmed_7dav_incidence_num,2020-11-09,2022-02-13,461,120483.7142857,,,nation,jhu-csse
254,us,confirmed_7dav_incidence_num,2020-11-10,2022-02-19,466,122161.7142857,,,nation,jhu-csse
255,us,confirmed_7dav_incidence_num,2020-11-11,2022-02-19,465,128755.4285714,,,nation,jhu-csse
256,us,confirmed_7dav_incidence_num,2020-11-12,2022-02-19,464,133189.4285714,,,nation,jhu-csse
257,us,confirmed_7dav_incidence_num,2020-11-13,2022-02-19,463,140693.1428571,,,nation,jhu-csse
258,us,confirmed_7dav_incidence_num,2020-11-14,2022-02-19,462,145924.8571429,,,nation,jhu-csse
